Fecha;EUA;CER;SPREAD (EUA - CER)
23/09/2016;4.5;0.38;4,12
23/09/2016;4.96;0.38;4,58
26/09/2016;4.6;0.38;4,22
27/09/2016;4.45;0.37;4,08
28/09/2016;4.94;0.38;4,56
29/09/2016;5.03;0.38;4,65
3/10/2016;5.3;0.38;4,92
4/10/2016;5.23;0.38;4,85
5/10/2016;5.45;0.38;5,07
6/10/2016;5.82;0.39;5,43
7/10/2016;5.67;0.38;5,29
10/10/2016;5.65;0.38;5,27
11/10/2016;5.45;0.38;5,07
12/10/2016;5.51;0.38;5,13
13/10/2016;5.63;0.38;5,25
14/10/2016;5.78;0.38;5,4
17/10/2016;5.84;0.37;5,47
18/10/2016;5.92;0.38;5,54
19/10/2016;5.65;0.38;5,27
20/10/2016;5.56;0.38;5,18
21/10/2016;5.85;0.39;5,46
24/10/2016;5.78;0.38;5,4
25/10/2016;5.76;0.38;5,38
26/10/2016;5.92;0.38;5,54
27/10/2016;5.81;0.37;5,44
28/10/2016;5.87;0.38;5,49
31/10/2016;5.88;0.38;5,5
1/11/2016;6.01;0.38;5,63
2/11/2016;6.24;0.39;5,85
3/11/2016;6.47;0.38;6,09
4/11/2016;6.4;0.39;6,01
7/11/2016;6.2;0.37;5,83
8/11/2016;6.14;0.36;5,78
9/11/2016;6.12;0.36;5,76
10/11/2016;5.9;0.36;5,54
11/11/2016;5.68;0.37;5,31
14/11/2016;5.41;0.36;5,05
15/11/2016;5.73;0.37;5,36
16/11/2016;5.55;0.37;5,18
17/11/2016;5.9;0.38;5,52
18/11/2016;5.59;0.37;5,22
21/11/2016;5.48;0.34;5,14
22/11/2016;5.51;0.34;5,17
23/11/2016;5.39;0.31;5,08
24/11/2016;5.34;0.3;5,04
25/11/2016;5;0.3;4,7
28/11/2016;4.74;0.29;4,45
29/11/2016;4.55;0.27;4,28
30/11/2016;4.61;0.28;4,33
1/12/2016;4.46;0.3;4,16
2/12/2016;4.3;0.31;3,99
5/12/2016;4.35;0.32;4,03
6/12/2016;4.5;0.3;4,2
7/12/2016;4.3;0.29;4,01
8/12/2016;4.58;0.3;4,28
9/12/2016;4.46;0.3;4,16
12/12/2016;4.86;0.3;4,56
13/12/2016;4.78;0.31;4,47
14/12/2016;5;0.31;4,69
15/12/2016;4.79;0.31;4,48
16/12/2016;4.88;0.31;4,57
19/12/2016;5.11;0.31;4,8
20/12/2016;5.22;0.32;4,9
21/12/2016;5.82;0.33;5,49
22/12/2016;6.05;0.33;5,72
23/12/2016;6.31;0.34;5,97
27/12/2016;6.25;0.29;5,96
28/12/2016;6.32;0.28;6,04
29/12/2016;6.33;0.28;6,05
30/12/2016;6.54;0.27;6,27
2/01/2017;6.11;0.28;5,83
3/01/2017;5.42;0.27;5,15
4/01/2017;5.63;0.27;5,36
5/01/2017;5.29;0.27;5,02
6/01/2017;5.02;0.27;4,75
9/01/2017;5.25;0.28;4,97
10/01/2017;5.49;0.28;5,21
11/01/2017;5.5;0.28;5,22
12/01/2017;5.03;0.28;4,75
13/01/2017;5.03;0.28;4,75
16/01/2017;4.69;0.28;4,41
17/01/2017;4.99;0.28;4,71
18/01/2017;4.85;0.28;4,57
19/01/2017;5.19;0.28;4,91
20/01/2017;5.42;0.28;5,14
23/01/2017;5.31;0.28;5,03
24/01/2017;5.09;0.28;4,81
25/01/2017;5.01;0.28;4,73
26/01/2017;5.19;0.28;4,91
27/01/2017;4.94;0.28;4,66
30/01/2017;5.15;0.28;4,87
31/01/2017;5.33;0.28;5,05
1/02/2017;5.26;0.28;4,98
2/02/2017;5.21;0.28;4,93
3/02/2017;5.14;0.28;4,86
6/02/2017;5.07;0.28;4,79
7/02/2017;5.16;0.28;4,88
8/02/2017;5.19;0.28;4,91
9/02/2017;5.27;0.29;4,98
10/02/2017;5.11;0.29;4,82
13/02/2017;4.9;0.28;4,62
14/02/2017;5.12;0.29;4,83
15/02/2017;5.04;0.29;4,75
16/02/2017;4.93;0.29;4,64
17/02/2017;4.95;0.29;4,66
20/02/2017;5.09;0.29;4,8
21/02/2017;5.04;0.29;4,75
22/02/2017;5.06;0.28;4,78
23/02/2017;5.34;0.28;5,06
24/02/2017;5.38;0.28;5,1
27/02/2017;5.18;0.28;4,9
28/02/2017;5.24;0.29;4,95
1/03/2017;5.93;0.29;5,64
2/03/2017;5.46;0.28;5,18
3/03/2017;5.59;0.28;5,31
6/03/2017;5.48;0.28;5,2
7/03/2017;5.37;0.28;5,09
8/03/2017;5.23;0.29;4,94
9/03/2017;5.13;0.29;4,84
10/03/2017;5.16;0.28;4,88
13/03/2017;5.15;0.28;4,87
14/03/2017;5.1;0.28;4,82
15/03/2017;5.19;0.28;4,91
16/03/2017;5.14;0.28;4,86
17/03/2017;5.12;0.28;4,84
20/03/2017;4.99;0.28;4,71
21/03/2017;4.93;0.28;4,65
22/03/2017;4.96;0.28;4,68
23/03/2017;4.96;0.28;4,68
24/03/2017;4.77;0.26;4,51
27/03/2017;4.64;0.26;4,38
28/03/2017;4.74;0.27;4,47
29/03/2017;4.73;0.27;4,46
30/03/2017;4.91;0.27;4,64
31/03/2017;4.68;0.27;4,41
3/04/2017;4.86;0.27;4,59
4/04/2017;4.65;0.26;4,39
5/04/2017;4.81;0.26;4,55
6/04/2017;5.04;0.26;4,78
7/04/2017;4.9;0.27;4,63
10/04/2017;4.8;0.26;4,54
11/04/2017;4.87;0.26;4,61
12/04/2017;4.92;0.25;4,67
13/04/2017;4.95;0.25;4,7
18/04/2017;4.86;0.26;4,6
19/04/2017;4.84;0.25;4,59
20/04/2017;4.77;0.26;4,51
21/04/2017;4.57;0.25;4,32
24/04/2017;4.67;0.25;4,42
25/04/2017;4.52;0.25;4,27
26/04/2017;4.6;0.25;4,35
27/04/2017;4.57;0.24;4,33
28/04/2017;4.58;0.24;4,34
2/05/2017;4.45;0.24;4,21
3/05/2017;4.4;0.24;4,16
4/05/2017;4.5;0.25;4,25
5/05/2017;4.58;0.25;4,33
8/05/2017;4.4;0.26;4,14
9/05/2017;4.51;0.25;4,26
10/05/2017;4.46;0.25;4,21
11/05/2017;4.36;0.25;4,11
12/05/2017;4.45;0.25;4,2
12/05/2017;4.83;0.24;4,59
15/05/2017;4.39;0.25;4,14
16/05/2017;4.53;0.24;4,29
17/05/2017;4.57;0.25;4,32
18/05/2017;4.76;0.24;4,52
19/05/2017;4.83;0.24;4,59
22/05/2017;4.92;0.25;4,67
23/05/2017;4.73;0.24;4,49
24/05/2017;4.9;0.24;4,66
25/05/2017;4.98;0.23;4,75
26/05/2017;5.19;0.23;4,96
29/05/2017;5.15;0.23;4,92
30/05/2017;5.13;0.22;4,91
31/05/2017;4.97;0.22;4,75
1/06/2017;5.08;0.23;4,85
2/06/2017;5.16;0.22;4,94
5/06/2017;5.16;0.22;4,94
6/06/2017;4.96;0.22;4,74
7/06/2017;4.9;0.22;4,68
8/06/2017;5.05;0.22;4,83
9/06/2017;5.04;0.22;4,82
12/06/2017;4.92;0.22;4,7
13/06/2017;5;0.21;4,79
14/06/2017;4.95;0.21;4,74
15/06/2017;4.96;0.21;4,75
16/06/2017;4.91;0.21;4,7
19/06/2017;4.92;0.21;4,71
20/06/2017;4.95;0.22;4,73
21/06/2017;4.91;0.21;4,7
22/06/2017;4.88;0.21;4,67
23/06/2017;4.89;0.21;4,68
26/06/2017;4.81;0.21;4,6
27/06/2017;4.95;0.21;4,74
28/06/2017;4.98;0.22;4,76
29/06/2017;5.1;0.22;4,88
30/06/2017;5.02;0.21;4,81
3/07/2017;5.14;0.22;4,92
4/07/2017;5.1;0.22;4,88
5/07/2017;5.04;0.21;4,83
6/07/2017;5.24;0.22;5,02
7/07/2017;5.38;0.22;5,16
10/07/2017;5.4;0.22;5,18
11/07/2017;5.32;0.21;5,11
12/07/2017;5.47;0.22;5,25
13/07/2017;5.34;0.22;5,12
14/07/2017;5.39;0.22;5,17
17/07/2017;5.43;0.21;5,22
18/07/2017;5.45;0.21;5,24
19/07/2017;5.38;0.21;5,17
20/07/2017;5.3;0.21;5,09
21/07/2017;5.07;0.21;4,86
24/07/2017;5.16;0.21;4,95
25/07/2017;5.18;0.22;4,96
26/07/2017;5.26;0.23;5,03
27/07/2017;5.15;0.22;4,93
28/07/2017;5.17;0.21;4,96
31/07/2017;5.22;0.21;5,01
1/08/2017;5.29;0.21;5,08
2/08/2017;5.42;0.21;5,21
3/08/2017;5.42;0.21;5,21
4/08/2017;5.36;0.21;5,15
7/08/2017;5.26;0.21;5,05
8/08/2017;5.26;0.21;5,05
9/08/2017;5.36;0.21;5,15
10/08/2017;5.36;0.21;5,15
11/08/2017;5.38;0.21;5,17
14/08/2017;5.51;0.21;5,3
15/08/2017;5.52;0.21;5,31
16/08/2017;5.8;0.22;5,58
17/08/2017;5.8;0.22;5,58
18/08/2017;5.81;0.22;5,59
21/08/2017;5.74;0.22;5,52
22/08/2017;5.78;0.22;5,56
23/08/2017;5.89;0.22;5,67
24/08/2017;5.91;0.22;5,69
25/08/2017;6.02;0.23;5,79
28/08/2017;6.1;0.22;5,88
29/08/2017;6.02;0.22;5,8
30/08/2017;6.01;0.22;5,79
31/08/2017;5.93;0.22;5,71
1/09/2017;5.83;0.22;5,61
4/09/2017;5.91;0.21;5,7
5/09/2017;6.49;0.2;6,29
6/09/2017;6.68;0.2;6,48
7/09/2017;6.9;0.2;6,7
8/09/2017;7.06;0.2;6,86
11/09/2017;6.88;0.21;6,67
12/09/2017;6.86;0.2;6,66
13/09/2017;7.07;0.2;6,87
14/09/2017;7.08;0.2;6,88
15/09/2017;6.94;0.2;6,74
18/09/2017;6.73;0.21;6,52
19/09/2017;7.02;0.21;6,81
20/09/2017;6.9;0.21;6,69
21/09/2017;6.57;0.2;6,37
22/09/2017;6.64;0.2;6,44
25/09/2017;7.26;0.2;7,06
26/09/2017;6.97;0.2;6,77
27/09/2017;6.92;0.2;6,72
28/09/2017;6.95;0.2;6,75
29/09/2017;7.06;0.2;6,86
2/10/2017;6.93;0.2;6,73
3/10/2017;6.98;0.19;6,79
4/10/2017;6.9;0.19;6,71
5/10/2017;6.89;0.19;6,7
6/10/2017;7;0.2;6,8
9/10/2017;6.95;0.19;6,76
10/10/2017;7.35;0.2;7,15
11/10/2017;7.39;0.21;7,18
12/10/2017;7.42;0.2;7,22
13/10/2017;7.31;0.21;7,1
16/10/2017;7.36;0.2;7,16
17/10/2017;7.45;0.19;7,26
18/10/2017;7.77;0.2;7,57
19/10/2017;7.65;0.2;7,45
20/10/2017;7.57;0.2;7,37
23/10/2017;7.44;0.19;7,25
24/10/2017;7.46;0.19;7,27
25/10/2017;7.41;0.19;7,22
26/10/2017;7.2;0.19;7,01
27/10/2017;7.18;0.18;7
30/10/2017;7.16;0.19;6,97
31/10/2017;7.37;0.19;7,18
1/11/2017;7.49;0.19;7,3
2/11/2017;7.68;0.19;7,49
3/11/2017;7.87;0.18;7,69
6/11/2017;7.92;0.18;7,74
7/11/2017;7.76;0.17;7,59
8/11/2017;7.72;0.18;7,54
9/11/2017;7.56;0.18;7,38
10/11/2017;7.41;0.18;7,23
13/11/2017;7.36;0.18;7,18
14/11/2017;7.39;0.17;7,22
15/11/2017;7.69;0.17;7,52
16/11/2017;7.52;0.18;7,34
17/11/2017;7.5;0.18;7,32
20/11/2017;7.44;0.18;7,26
21/11/2017;7.37;0.18;7,19
22/11/2017;7.36;0.17;7,19
23/11/2017;7.66;0.17;7,49
24/11/2017;7.76;0.17;7,59
27/11/2017;7.67;0.17;7,5
28/11/2017;7.6;0.17;7,43
29/11/2017;7.7;0.17;7,53
30/11/2017;7.49;0.17;7,32
1/12/2017;7.67;0.17;7,5
4/12/2017;7.55;0.17;7,38
5/12/2017;7.44;0.17;7,27
6/12/2017;7.28;0.17;7,11
7/12/2017;7.32;0.17;7,15
8/12/2017;7.16;0.17;6,99
11/12/2017;7.2;0.18;7,02
12/12/2017;7.15;0.17;6,98
13/12/2017;7.1;0.17;6,93
14/12/2017;7.1;0.17;6,93
15/12/2017;7.19;0.17;7,02
18/12/2017;7.37;0.18;7,19
19/12/2017;7.47;0.17;7,3
20/12/2017;7.77;0.17;7,6
21/12/2017;7.98;0.17;7,81
22/12/2017;8.13;0.17;7,96
27/12/2017;8.12;0.17;7,95
28/12/2017;8.14;0.17;7,97
29/12/2017;8.14;0.17;7,97
2/01/2018;7.74;0.17;7,57
3/01/2018;7.78;0.17;7,61
4/01/2018;7.74;0.17;7,57
5/01/2018;7.75;0.17;7,58
8/01/2018;7.64;0.17;7,47
9/01/2018;7.73;0.17;7,56
10/01/2018;7.86;0.17;7,69
11/01/2018;7.79;0.17;7,62
12/01/2018;7.83;0.17;7,66
15/01/2018;7.74;0.17;7,57
16/01/2018;8.02;0.17;7,85
17/01/2018;8.13;0.17;7,96
18/01/2018;8.46;0.17;8,29
19/01/2018;8.73;0.17;8,56
22/01/2018;8.72;0.17;8,55
23/01/2018;8.98;0.17;8,81
24/01/2018;9.42;0.18;9,24
25/01/2018;9.21;0.17;9,04
26/01/2018;9.06;0.17;8,89
29/01/2018;8.97;0.18;8,79
30/01/2018;8.85;0.18;8,67
31/01/2018;9.25;0.18;9,07
1/02/2018;9.24;0.18;9,06
2/02/2018;8.93;0.18;8,75
5/02/2018;9.05;0.18;8,87
6/02/2018;8.78;0.17;8,61
7/02/2018;8.97;0.17;8,8
8/02/2018;9.1;0.17;8,93
9/02/2018;9.21;0.17;9,04
12/02/2018;9.46;0.17;9,29
13/02/2018;9.86;0.17;9,69
14/02/2018;9.57;0.17;9,4
15/02/2018;9.52;0.18;9,34
16/02/2018;9.5;0.18;9,32
19/02/2018;9.86;0.18;9,68
20/02/2018;9.7;0.18;9,52
21/02/2018;9.54;0.18;9,36
22/02/2018;9.7;0.18;9,52
23/02/2018;9.77;0.18;9,59
26/02/2018;9.61;0.18;9,43
27/02/2018;10.13;0.19;9,94
28/02/2018;10.07;0.19;9,88
1/03/2018;9.97;0.18;9,79
2/03/2018;10.1;0.19;9,91
5/03/2018;10.3;0.19;10,11
6/03/2018;10.43;0.18;10,25
7/03/2018;10.6;0.19;10,41
8/03/2018;11.03;0.19;10,84
9/03/2018;11.05;0.19;10,86
12/03/2018;11.06;0.19;10,87
13/03/2018;11.37;0.19;11,18
14/03/2018;11.16;0.19;10,97
15/03/2018;11.17;0.19;10,98
16/03/2018;11.16;0.19;10,97
19/03/2018;11.04;0.19;10,85
20/03/2018;11.52;0.19;11,33
21/03/2018;12.62;0.19;12,43
22/03/2018;12.31;0.19;12,12
23/03/2018;12.57;0.19;12,38
26/03/2018;12.91;0.19;12,72
27/03/2018;13.65;0.19;13,46
28/03/2018;12.96;0.19;12,77
29/03/2018;13.26;0.19;13,07
3/04/2018;13.27;0.19;13,08
4/04/2018;13.02;0.2;12,82
5/04/2018;12.61;0.2;12,41
6/04/2018;12.96;0.2;12,76
9/04/2018;13.3;0.2;13,1
10/04/2018;13.34;0.2;13,14
11/04/2018;13.41;0.2;13,21
12/04/2018;13.54;0.2;13,34
13/04/2018;13.9;0.2;13,7
16/04/2018;13.96;0.2;13,76
17/04/2018;13.73;0.2;13,53
18/04/2018;13.83;0.2;13,63
19/04/2018;13.42;0.2;13,22
20/04/2018;13.03;0.2;12,83
23/04/2018;12.87;0.2;12,67
24/04/2018;13.18;0.21;12,97
25/04/2018;13.21;0.2;13,01
26/04/2018;13.44;0.2;13,24
27/04/2018;13.51;0.2;13,31
30/04/2018;13.55;0.2;13,35
1/05/2018;13.33;0.2;13,13
2/05/2018;12.97;0.2;12,77
3/05/2018;12.89;0.2;12,69
4/05/2018;12.97;0.2;12,77
7/05/2018;13.57;0.2;13,37
8/05/2018;13.54;0.2;13,34
9/05/2018;13.95;0.2;13,75
10/05/2018;14.55;0.2;14,35
11/05/2018;14.57;0.2;14,37
14/05/2018;14.58;0.2;14,38
15/05/2018;14.32;0.2;14,12
16/05/2018;15.15;0.21;14,94
17/05/2018;15.27;0.21;15,06
18/05/2018;15.22;0.22;15
21/05/2018;15.51;0.22;15,29
22/05/2018;15.9;0.22;15,68
23/05/2018;15.98;0.22;15,76
24/05/2018;16.26;0.22;16,04
25/05/2018;15.98;0.22;15,76
28/05/2018;16.3;0.22;16,08
29/05/2018;16.27;0.22;16,05
30/05/2018;15.85;0.22;15,63
31/05/2018;14.9;0.22;14,68
1/06/2018;15.26;0.22;15,04
4/06/2018;16.1;0.22;15,88
5/06/2018;15.74;0.22;15,52
6/06/2018;15.89;0.22;15,67
7/06/2018;15.95;0.22;15,73
8/06/2018;15.76;0.23;15,53
11/06/2018;15.47;0.23;15,24
12/06/2018;15.14;0.23;14,91
13/06/2018;15.28;0.23;15,05
14/06/2018;14.9;0.23;14,67
15/06/2018;14.52;0.23;14,29
18/06/2018;14.57;0.23;14,34
19/06/2018;14.22;0.22;14
20/06/2018;14.47;0.22;14,25
21/06/2018;14.78;0.22;14,56
22/06/2018;15.09;0.23;14,86
25/06/2018;14.99;0.23;14,76
26/06/2018;14.99;0.23;14,76
27/06/2018;15.21;0.23;14,98
28/06/2018;14.97;0.23;14,74
29/06/2018;14.98;0.23;14,75
2/07/2018;15.02;0.23;14,79
3/07/2018;15.06;0.24;14,82
4/07/2018;15.48;0.25;15,23
5/07/2018;15.64;0.25;15,39
6/07/2018;15.68;0.25;15,43
9/07/2018;15.96;0.25;15,71
10/07/2018;16.03;0.25;15,78
11/07/2018;16.28;0.25;16,03
12/07/2018;16.05;0.25;15,8
13/07/2018;16.02;0.25;15,77
16/07/2018;15.89;0.26;15,63
17/07/2018;15.98;0.26;15,72
18/07/2018;16.32;0.31;16,01
19/07/2018;16.82;0.33;16,49
20/07/2018;17.03;0.33;16,7
23/07/2018;17.32;0.32;17
24/07/2018;17.06;0.32;16,74
25/07/2018;17.3;0.32;16,98
26/07/2018;17.31;0.32;16,99
27/07/2018;17.07;0.32;16,75
30/07/2018;17.02;0.28;16,74
31/07/2018;17.36;0.28;17,08
1/08/2018;17.74;0.28;17,46
2/08/2018;17.57;0.28;17,29
3/08/2018;17.63;0.29;17,34
6/08/2018;17.52;0.29;17,23
7/08/2018;17.44;0.28;17,16
8/08/2018;17.35;0.29;17,06
9/08/2018;17.55;0.29;17,26
10/08/2018;17.79;0.27;17,52
13/08/2018;17.98;0.27;17,71
14/08/2018;18.08;0.27;17,81
15/08/2018;18.02;0.27;17,75
16/08/2018;17.9;0.27;17,63
17/08/2018;18.08;0.27;17,81
20/08/2018;18.45;0.27;18,18
21/08/2018;19.22;0.27;18,95
22/08/2018;19.76;0.27;19,49
23/08/2018;20.36;0.29;20,07
24/08/2018;20.7;0.29;20,41
27/08/2018;21.26;0.29;20,97
28/08/2018;20.65;0.28;20,37
29/08/2018;21.02;0.28;20,74
30/08/2018;21.12;0.29;20,83
31/08/2018;21.05;0.29;20,76
3/09/2018;20.12;0.28;19,84
4/09/2018;20.14;0.29;19,85
5/09/2018;20.32;0.29;20,03
6/09/2018;21.42;0.29;21,13
7/09/2018;23.22;0.29;22,93
10/09/2018;25.18;0.29;24,89
11/09/2018;24.12;0.29;23,83
12/09/2018;22.9;0.29;22,61
13/09/2018;18.9;0.29;18,61
14/09/2018;19.93;0.29;19,64
17/09/2018;20.9;0.29;20,61
18/09/2018;20.19;0.29;19,9
19/09/2018;21.43;0.29;21,14
20/09/2018;21.98;0.29;21,69
21/09/2018;22.08;0.29;21,79
24/09/2018;22.43;0.29;22,14
25/09/2018;21.19;0.29;20,9
26/09/2018;20.18;0.29;19,89
27/09/2018;20.74;0.29;20,45
28/09/2018;21.16;0.29;20,87
1/10/2018;21.32;0.28;21,04
2/10/2018;20.86;0.28;20,58
3/10/2018;21.11;0.28;20,83
4/10/2018;21.3;0.28;21,02
5/10/2018;22.09;0.28;21,81
8/10/2018;21.82;0.28;21,54
9/10/2018;20.75;0.28;20,47
10/10/2018;19.53;0.27;19,26
11/10/2018;19.86;0.28;19,58
12/10/2018;20.35;0.28;20,07
15/10/2018;18.59;0.28;18,31
16/10/2018;19.28;0.28;19
17/10/2018;19.24;0.28;18,96
18/10/2018;19.75;0.28;19,47
19/10/2018;19.7;0.28;19,42
22/10/2018;19;0.28;18,72
23/10/2018;19.21;0.28;18,93
24/10/2018;19.61;0.28;19,33
25/10/2018;19.09;0.28;18,81
26/10/2018;18.28;0.28;18
29/10/2018;16.68;0.28;16,4
30/10/2018;16.13;0.28;15,85
31/10/2018;16.36;0.28;16,08
1/11/2018;15.62;0.28;15,34
2/11/2018;17.08;0.28;16,8
5/11/2018;17.23;0.28;16,95
6/11/2018;17.57;0.28;17,29
7/11/2018;18.62;0.27;18,35
8/11/2018;19.58;0.27;19,31
9/11/2018;19.45;0.27;19,18
12/11/2018;20.49;0.27;20,22
13/11/2018;20.14;0.27;19,87
14/11/2018;19.73;0.27;19,46
15/11/2018;19;0.27;18,73
16/11/2018;19.11;0.26;18,85
19/11/2018;18.93;0.26;18,67
20/11/2018;19.5;0.26;19,24
21/11/2018;20.49;0.27;20,22
22/11/2018;20.86;0.27;20,59
23/11/2018;20.18;0.27;19,91
26/11/2018;19.83;0.27;19,56
27/11/2018;19.65;0.27;19,38
28/11/2018;19.25;0.27;18,98
29/11/2018;20.08;0.27;19,81
30/11/2018;20.5;0.27;20,23
3/12/2018;20.63;0.26;20,37
4/12/2018;20.73;0.25;20,48
5/12/2018;19.65;0.25;19,4
6/12/2018;20;0.26;19,74
7/12/2018;20.29;0.25;20,04
10/12/2018;20.83;0.25;20,58
11/12/2018;20.16;0.26;19,9
12/12/2018;21.46;0.25;21,21
13/12/2018;22.18;0.26;21,92
14/12/2018;23.37;0.25;23,12
17/12/2018;24.27;0.25;24,02
18/12/2018;23.95;0.26;23,69
19/12/2018;24.33;0.25;24,08
20/12/2018;24.13;0.25;23,88
21/12/2018;24.57;0.24;24,33
24/12/2018;24.81;0.24;24,57
27/12/2018;24.64;0.24;24,4
28/12/2018;24.61;0.25;24,36
31/12/2018;24.18;0.25;23,93
2/01/2019;24.98;0.24;24,74
3/01/2019;23.03;0.24;22,79
4/01/2019;23.49;0.24;23,25
7/01/2019;22.1;0.24;21,86
8/01/2019;22.62;0.24;22,38
9/01/2019;21.89;0.25;21,64
10/01/2019;21.94;0.24;21,7
11/01/2019;22.59;0.24;22,35
14/01/2019;22.4;0.23;22,17
15/01/2019;22.46;0.24;22,22
16/01/2019;23.27;0.24;23,03
17/01/2019;23.49;0.24;23,25
18/01/2019;24.71;0.24;24,47
21/01/2019;24.28;0.24;24,04
22/01/2019;25.01;0.24;24,77
23/01/2019;24.54;0.24;24,3
24/01/2019;23.81;0.24;23,57
25/01/2019;23.76;0.24;23,52
28/01/2019;22.6;0.23;22,37
29/01/2019;23.2;0.24;22,96
30/01/2019;22.9;0.23;22,67
31/01/2019;22.14;0.23;21,91
1/02/2019;21.8;0.23;21,57
4/02/2019;22.89;0.22;22,67
5/02/2019;23.02;0.23;22,79
6/02/2019;23.55;0.22;23,33
7/02/2019;23.32;0.22;23,1
8/02/2019;22.2;0.22;21,98
11/02/2019;22.26;0.23;22,03
12/02/2019;20.57;0.23;20,34
13/02/2019;20.83;0.23;20,6
14/02/2019;19.67;0.23;19,44
15/02/2019;20.3;0.23;20,07
18/02/2019;19.89;0.23;19,66
19/02/2019;20.09;0.23;19,86
20/02/2019;20.36;0.23;20,13
21/02/2019;18.7;0.23;18,47
22/02/2019;18.84;0.23;18,61
25/02/2019;19.14;0.23;18,91
26/02/2019;19.53;0.23;19,3
27/02/2019;21.16;0.23;20,93
28/02/2019;21.59;0.23;21,36
1/03/2019;22.18;0.23;21,95
4/03/2019;23.03;0.22;22,81
5/03/2019;22.87;0.22;22,65
6/03/2019;22.06;0.22;21,84
7/03/2019;23.17;0.22;22,95
8/03/2019;22.88;0.22;22,66
11/03/2019;22.2;0.23;21,97
12/03/2019;22.22;0.21;22,01
13/03/2019;22.17;0.21;21,96
14/03/2019;22.63;0.22;22,41
15/03/2019;22.36;0.22;22,14
18/03/2019;21.69;0.22;21,47
19/03/2019;21.01;0.22;20,79
20/03/2019;21.54;0.22;21,32
21/03/2019;20.83;0.22;20,61
22/03/2019;20.52;0.22;20,3
25/03/2019;20.83;0.23;20,6
26/03/2019;21.43;0.23;21,2
27/03/2019;21.74;0.23;21,51
28/03/2019;22.15;0.23;21,92
29/03/2019;21.44;0.23;21,21
1/04/2019;21.81;0.23;21,58
2/04/2019;22.1;0.23;21,87
3/04/2019;23.1;0.23;22,87
4/04/2019;24.36;0.23;24,13
5/04/2019;24.52;0.23;24,29
8/04/2019;24.21;0.23;23,98
9/04/2019;25.47;0.23;25,24
10/04/2019;26.1;0.23;25,87
11/04/2019;27.31;0.23;27,08
12/04/2019;26.49;0.24;26,25
15/04/2019;26.54;0.24;26,3
16/04/2019;26.92;0.23;26,69
17/04/2019;27.38;0.23;27,15
18/04/2019;26.85;0.23;26,62
23/04/2019;27.42;0.23;27,19
24/04/2019;27.33;0.22;27,11
25/04/2019;27.21;0.23;26,98
26/04/2019;25.78;0.22;25,56
29/04/2019;26.3;0.22;26,08
30/04/2019;26.17;0.22;25,95
1/05/2019;25.65;0.22;25,43
2/05/2019;24.62;0.22;24,4
3/05/2019;25.12;0.22;24,9
6/05/2019;25.22;0.22;25
7/05/2019;26.3;0.22;26,08
8/05/2019;26.79;0.22;26,57
9/05/2019;26.37;0.22;26,15
10/05/2019;25.54;0.22;25,32
13/05/2019;24.88;0.22;24,66
14/05/2019;25.81;0.22;25,59
15/05/2019;25.83;0.22;25,61
16/05/2019;25.47;0.22;25,25
17/05/2019;24.92;0.22;24,7
20/05/2019;25.12;0.22;24,9
21/05/2019;25.3;0.22;25,08
22/05/2019;26.29;0.22;26,07
23/05/2019;25.98;0.22;25,76
24/05/2019;25.4;0.22;25,18
27/05/2019;25.51;0.21;25,3
28/05/2019;25.4;0.21;25,19
29/05/2019;25.45;0.21;25,24
30/05/2019;25.22;0.21;25,01
31/05/2019;24.41;0.21;24,2
3/06/2019;23.68;0.21;23,47
4/06/2019;24.49;0.21;24,28
5/06/2019;24.19;0.21;23,98
7/06/2019;24.44;0.21;24,23
10/06/2019;25.13;0.2;24,93
11/06/2019;24.9;0.2;24,7
12/06/2019;24.77;0.2;24,57
13/06/2019;24.9;0.2;24,7
14/06/2019;24.99;0.2;24,79
17/06/2019;24.91;0.2;24,71
18/06/2019;25.03;0.2;24,83
19/06/2019;24.9;0.2;24,7
20/06/2019;24.98;0.2;24,78
21/06/2019;25.18;0.2;24,98
24/06/2019;26.31;0.2;26,11
25/06/2019;26.36;0.2;26,16
26/06/2019;27.34;0.21;27,13
27/06/2019;26.84;0.21;26,63
28/06/2019;26.23;0.21;26,02
1/07/2019;26.87;0.21;26,66
2/07/2019;26.67;0.21;26,46
3/07/2019;26.47;0.21;26,26
4/07/2019;25.97;0.21;25,76
5/07/2019;26.34;0.21;26,13
8/07/2019;26.69;0.21;26,48
9/07/2019;26.48;0.21;26,27
10/07/2019;28.12;0.21;27,91
11/07/2019;28.16;0.21;27,95
12/07/2019;28.76;0.21;28,55
15/07/2019;29.02;0.21;28,81
16/07/2019;28.44;0.22;28,22
17/07/2019;28.42;0.22;28,2
18/07/2019;27.74;0.22;27,52
19/07/2019;28.85;0.21;28,64
22/07/2019;28.95;0.19;28,76
23/07/2019;29.77;0.2;29,57
24/07/2019;29.11;0.2;28,91
25/07/2019;28.95;0.2;28,75
26/07/2019;28.25;0.2;28,05
29/07/2019;28.4;0.2;28,2
30/07/2019;27.87;0.21;27,66
31/07/2019;27.95;0.21;27,74
1/08/2019;29.42;0.21;29,21
2/08/2019;29.23;0.22;29,01
5/08/2019;28.67;0.21;28,46
6/08/2019;28.37;0.21;28,16
7/08/2019;28.23;0.21;28,02
8/08/2019;28.45;0.21;28,24
