Fecha;EUA;CER;SPREAD (EUA - CER)
1/11/2013;4.6;0.5;4,1
4/11/2013;4.55;0.49;4,06
5/11/2013;4.76;0.49;4,27
6/11/2013;4.77;0.51;4,26
7/11/2013;4.78;0.54;4,24
8/11/2013;4.46;0.51;3,95
11/11/2013;4.58;0.49;4,09
12/11/2013;4.65;0.5;4,15
13/11/2013;4.64;0.52;4,12
14/11/2013;4.58;0.49;4,09
15/11/2013;4.47;0.42;4,05
18/11/2013;4.32;0.33;3,99
19/11/2013;4.41;0.38;4,03
20/11/2013;4.48;0.34;4,14
21/11/2013;4.4;0.33;4,07
22/11/2013;4.42;0.35;4,07
25/11/2013;4.38;0.34;4,04
26/11/2013;4.46;0.33;4,13
27/11/2013;4.45;0.33;4,12
28/11/2013;4.42;0.33;4,09
29/11/2013;4.35;0.31;4,04
2/12/2013;4.48;0.32;4,16
3/12/2013;4.5;0.33;4,17
4/12/2013;4.46;0.33;4,13
5/12/2013;4.65;0.32;4,33
6/12/2013;4.79;0.35;4,44
9/12/2013;4.89;0.35;4,54
10/12/2013;4.98;0.4;4,58
11/12/2013;4.86;0.41;4,45
12/12/2013;4.91;0.41;4,5
13/12/2013;4.76;0.41;4,35
16/12/2013;4.65;0.42;4,23
17/12/2013;4.89;0.41;4,48
18/12/2013;4.87;0.4;4,47
19/12/2013;4.9;0.38;4,52
20/12/2013;4.75;0.36;4,39
23/12/2013;4.76;0.34;4,42
24/12/2013;4.88;0.33;4,55
27/12/2013;4.91;0.34;4,57
30/12/2013;4.88;0.32;4,56
2/01/2014;4.72;0.32;4,4
3/01/2014;4.68;0.31;4,37
6/01/2014;4.63;0.33;4,3
7/01/2014;4.67;0.35;4,32
8/01/2014;4.58;0.38;4,2
9/01/2014;4.49;0.35;4,14
10/01/2014;4.51;0.35;4,16
13/01/2014;4.6;0.36;4,24
14/01/2014;4.8;0.35;4,45
15/01/2014;4.81;0.38;4,43
16/01/2014;5.06;0.42;4,64
17/01/2014;5.06;0.41;4,65
20/01/2014;4.9;0.4;4,5
21/01/2014;5.02;0.4;4,62
22/01/2014;5.09;0.41;4,68
23/01/2014;5.01;0.4;4,61
24/01/2014;5.24;0.42;4,82
27/01/2014;5.38;0.42;4,96
28/01/2014;5.51;0.44;5,07
29/01/2014;5.48;0.43;5,05
30/01/2014;5.68;0.44;5,24
31/01/2014;5.49;0.45;5,04
3/02/2014;5.81;0.44;5,37
4/02/2014;5.82;0.45;5,37
5/02/2014;6.02;0.45;5,57
6/02/2014;6.39;0.44;5,95
7/02/2014;6.4;0.41;5,99
10/02/2014;6.38;0.41;5,97
11/02/2014;6.25;0.4;5,85
12/02/2014;6.32;0.38;5,94
13/02/2014;6.37;0.37;6
14/02/2014;6.55;0.4;6,15
17/02/2014;6.75;0.38;6,37
18/02/2014;6.73;0.38;6,35
19/02/2014;6.9;0.36;6,54
20/02/2014;6.97;0.36;6,61
21/02/2014;7.12;0.34;6,78
24/02/2014;6.98;0.33;6,65
25/02/2014;6.2;0.3;5,9
26/02/2014;6.48;0.3;6,18
27/02/2014;6.5;0.31;6,19
28/02/2014;7.05;0.3;6,75
3/03/2014;6.6;0.3;6,3
4/03/2014;6.8;0.29;6,51
5/03/2014;6.77;0.27;6,5
6/03/2014;6.78;0.28;6,5
7/03/2014;6.9;0.27;6,63
10/03/2014;6.88;0.19;6,69
11/03/2014;6.8;0.24;6,56
12/03/2014;6.51;0.2;6,31
13/03/2014;6.43;0.18;6,25
14/03/2014;6.3;0.23;6,07
17/03/2014;5.86;0.17;5,69
18/03/2014;5.75;0.17;5,58
19/03/2014;5.96;0.12;5,84
20/03/2014;6.02;0.16;5,86
21/03/2014;6.15;0.21;5,94
24/03/2014;5.85;0.18;5,67
25/03/2014;5.85;0.17;5,68
26/03/2014;5.78;0.17;5,61
27/03/2014;5.19;0.17;5,02
28/03/2014;4.33;0.17;4,16
31/03/2014;4.65;0.19;4,46
1/04/2014;5.03;0.18;4,85
2/04/2014;4.8;0.17;4,63
3/04/2014;4.84;0.18;4,66
4/04/2014;4.65;0.17;4,48
7/04/2014;4.97;0.18;4,79
8/04/2014;4.83;0.18;4,65
9/04/2014;4.93;0.18;4,75
10/04/2014;5.11;0.18;4,93
11/04/2014;5.3;0.18;5,12
14/04/2014;5.23;0.18;5,05
15/04/2014;5.52;0.19;5,33
16/04/2014;5.55;0.17;5,38
17/04/2014;5.54;0.17;5,37
21/04/2014;5.53;0.18;5,35
22/04/2014;5.66;0.18;5,48
23/04/2014;5.65;0.17;5,48
24/04/2014;5.71;0.18;5,53
25/04/2014;5.06;0.18;4,88
28/04/2014;5.2;0.16;5,04
29/04/2014;5.39;0.16;5,23
30/04/2014;5.4;0.15;5,25
2/05/2014;5.17;0.16;5,01
5/05/2014;5.21;0.15;5,06
6/05/2014;5.22;0.15;5,07
7/05/2014;5.12;0.15;4,97
8/05/2014;5.13;0.14;4,99
9/05/2014;5.23;0.14;5,09
12/05/2014;5.3;0.13;5,17
13/05/2014;5.25;0.16;5,09
14/05/2014;5.09;0.14;4,95
15/05/2014;4.69;0.13;4,56
16/05/2014;4.76;0.14;4,62
19/05/2014;4.7;0.14;4,56
20/05/2014;4.85;0.12;4,73
21/05/2014;5.09;0.13;4,96
22/05/2014;5.17;0.12;5,05
23/05/2014;5.12;0.1;5,02
26/05/2014;5.07;0.1;4,97
27/05/2014;5.16;0.11;5,05
28/05/2014;5.2;0.12;5,08
29/05/2014;5.16;0.13;5,03
30/05/2014;5.05;0.12;4,93
2/06/2014;5.15;0.1;5,05
3/06/2014;5.41;0.11;5,3
4/06/2014;5.39;0.1;5,29
5/06/2014;5.5;0.13;5,37
6/06/2014;5.41;0.14;5,27
9/06/2014;5.53;0.1;5,43
10/06/2014;5.48;0.11;5,37
11/06/2014;5.35;0.12;5,23
12/06/2014;5.54;0.14;5,4
13/06/2014;5.61;0.15;5,46
16/06/2014;5.63;0.15;5,48
17/06/2014;5.7;0.15;5,55
18/06/2014;5.64;0.15;5,49
19/06/2014;5.55;0.15;5,4
20/06/2014;5.65;0.16;5,49
23/06/2014;5.79;0.17;5,62
24/06/2014;5.75;0.16;5,59
25/06/2014;5.7;0.17;5,53
26/06/2014;5.71;0.16;5,55
27/06/2014;5.77;0.16;5,61
30/06/2014;5.81;0.16;5,65
1/07/2014;5.97;0.18;5,79
2/07/2014;6.03;0.18;5,85
3/07/2014;5.97;0.18;5,79
4/07/2014;5.63;0.18;5,45
7/07/2014;5.54;0.18;5,36
8/07/2014;5.74;0.18;5,56
9/07/2014;5.79;0.17;5,62
10/07/2014;5.67;0.16;5,51
11/07/2014;5.71;0.16;5,55
14/07/2014;5.85;0.15;5,7
15/07/2014;5.91;0.16;5,75
16/07/2014;6.02;0.16;5,86
17/07/2014;6.13;0.17;5,96
18/07/2014;5.97;0.17;5,8
21/07/2014;6.02;0.18;5,84
22/07/2014;6.07;0.17;5,9
23/07/2014;6.05;0.18;5,87
24/07/2014;5.99;0.17;5,82
25/07/2014;6.04;0.18;5,86
28/07/2014;6.13;0.17;5,96
29/07/2014;5.98;0.17;5,81
30/07/2014;6.1;0.18;5,92
31/07/2014;6.15;0.17;5,98
1/08/2014;6.22;0.18;6,04
4/08/2014;6.2;0.18;6,02
5/08/2014;6.16;0.17;5,99
6/08/2014;6.18;0.17;6,01
7/08/2014;5.91;0.16;5,75
8/08/2014;5.94;0.18;5,76
11/08/2014;6.08;0.17;5,91
12/08/2014;6.05;0.18;5,87
13/08/2014;6.19;0.18;6,01
14/08/2014;6.2;0.18;6,02
15/08/2014;6.36;0.15;6,21
18/08/2014;6.32;0.16;6,16
19/08/2014;6.39;0.17;6,22
20/08/2014;6.39;0.18;6,21
21/08/2014;6.3;0.17;6,13
22/08/2014;6.35;0.17;6,18
25/08/2014;6.31;0.17;6,14
26/08/2014;6.29;0.17;6,12
27/08/2014;6.3;0.17;6,13
28/08/2014;6.38;0.18;6,2
29/08/2014;6.38;0.16;6,22
1/09/2014;6.35;0.17;6,18
2/09/2014;6.38;0.16;6,22
3/09/2014;6.28;0.17;6,11
4/09/2014;6.11;0.16;5,95
5/09/2014;6.26;0.15;6,11
8/09/2014;6.25;0.16;6,09
9/09/2014;6.11;0.16;5,95
10/09/2014;6.05;0.16;5,89
11/09/2014;6.08;0.15;5,93
12/09/2014;6.02;0.16;5,86
15/09/2014;5.91;0.15;5,76
16/09/2014;5.8;0.15;5,65
17/09/2014;5.87;0.15;5,72
18/09/2014;5.97;0.14;5,83
19/09/2014;6.01;0.14;5,87
22/09/2014;5.98;0.14;5,84
23/09/2014;5.66;0.14;5,52
24/09/2014;5.77;0.14;5,63
25/09/2014;5.8;0.14;5,66
26/09/2014;5.89;0.13;5,76
29/09/2014;5.76;0.13;5,63
30/09/2014;5.84;0.12;5,72
1/10/2014;5.82;0.12;5,7
2/10/2014;5.66;0.12;5,54
3/10/2014;5.68;0.12;5,56
6/10/2014;5.63;0.12;5,51
7/10/2014;5.71;0.12;5,59
8/10/2014;6.02;0.12;5,9
9/10/2014;6.08;0.11;5,97
10/10/2014;6.02;0.1;5,92
13/10/2014;6.03;0.1;5,93
14/10/2014;6.04;0.08;5,96
15/10/2014;6.14;0.1;6,04
16/10/2014;6.17;0.08;6,09
17/10/2014;6.11;0.07;6,04
20/10/2014;6.12;0.08;6,04
21/10/2014;6.14;0.07;6,07
22/10/2014;6.2;0.07;6,13
23/10/2014;6.3;0.07;6,23
24/10/2014;6.37;0.08;6,29
27/10/2014;6.26;0.08;6,18
28/10/2014;6.14;0.07;6,07
29/10/2014;6.4;0.09;6,31
30/10/2014;6.38;0.1;6,28
31/10/2014;6.33;0.1;6,23
3/11/2014;6.49;0.1;6,39
4/11/2014;6.46;0.1;6,36
5/11/2014;6.64;0.09;6,55
6/11/2014;6.59;0.09;6,5
7/11/2014;6.75;0.08;6,67
10/11/2014;6.71;0.09;6,62
11/11/2014;6.78;0.09;6,69
12/11/2014;6.81;0.09;6,72
13/11/2014;6.78;0.09;6,69
14/11/2014;6.6;0.09;6,51
17/11/2014;6.87;0.09;6,78
18/11/2014;7.01;0.09;6,92
19/11/2014;7.02;0.08;6,94
20/11/2014;6.91;0.09;6,82
21/11/2014;6.98;0.09;6,89
24/11/2014;7.03;0.08;6,95
25/11/2014;7.1;0.09;7,01
26/11/2014;7.15;0.08;7,07
27/11/2014;7.05;0.08;6,97
28/11/2014;7.03;0.06;6,97
1/12/2014;7.05;0.05;7
2/12/2014;6.85;0.05;6,8
3/12/2014;6.89;0.04;6,85
4/12/2014;6.84;0.05;6,79
5/12/2014;6.67;0.04;6,63
8/12/2014;6.66;0.03;6,63
9/12/2014;6.74;0.03;6,71
10/12/2014;6.62;0.03;6,59
11/12/2014;6.76;0.03;6,73
12/12/2014;6.66;0.03;6,63
15/12/2014;6.88;0.04;6,84
16/12/2014;6.92;0.04;6,88
17/12/2014;6.97;0.05;6,92
18/12/2014;7.02;0.05;6,97
19/12/2014;7.05;0.05;7
22/12/2014;7.06;0.05;7,01
23/12/2014;7.19;0.04;7,15
24/12/2014;7.36;0.05;7,31
26/12/2014;7.36;0.05;7,31
29/12/2014;7.24;0.04;7,2
30/12/2014;7.2;0.02;7,18
2/01/2015;6.99;0.02;6,97
5/01/2015;6.89;0.02;6,87
6/01/2015;6.76;0.02;6,74
7/01/2015;6.79;0.03;6,76
8/01/2015;6.76;0.02;6,74
9/01/2015;6.71;0.03;6,68
12/01/2015;6.7;0.03;6,67
13/01/2015;7.3;0.04;7,26
14/01/2015;7.16;0.03;7,13
15/01/2015;7.13;0.03;7,1
16/01/2015;7.14;0.03;7,11
19/01/2015;7.21;0.03;7,18
20/01/2015;7.13;0.03;7,1
21/01/2015;7.3;0.03;7,27
22/01/2015;6.77;0.04;6,73
23/01/2015;6.82;0.03;6,79
26/01/2015;6.84;0.04;6,8
27/01/2015;6.83;0.03;6,8
28/01/2015;6.96;0.03;6,93
29/01/2015;7.04;0.03;7,01
30/01/2015;7.05;0.03;7,02
2/02/2015;7.11;0.03;7,08
3/02/2015;7.05;0.03;7,02
4/02/2015;6.92;0.03;6,89
5/02/2015;6.97;0.03;6,94
6/02/2015;6.95;0.03;6,92
9/02/2015;6.91;0.03;6,88
10/02/2015;7.12;0.04;7,08
11/02/2015;7.23;0.03;7,2
12/02/2015;7.37;0.03;7,34
13/02/2015;7.63;0.03;7,6
16/02/2015;7.65;0.03;7,62
17/02/2015;7.48;0.03;7,45
18/02/2015;7.49;0.03;7,46
19/02/2015;7.31;0.03;7,28
20/02/2015;7.3;0.03;7,27
23/02/2015;7.72;0.03;7,69
24/02/2015;7.45;0.03;7,42
25/02/2015;7.37;0.03;7,34
26/02/2015;7.06;0.03;7,03
27/02/2015;7.11;0.03;7,08
2/03/2015;6.94;0.03;6,91
3/03/2015;6.73;0.03;6,7
4/03/2015;7.02;0.03;6,99
5/03/2015;6.74;0.03;6,71
6/03/2015;6.81;0.03;6,78
9/03/2015;6.7;0.03;6,67
10/03/2015;6.83;0.03;6,8
11/03/2015;6.76;0.03;6,73
12/03/2015;6.43;0.03;6,4
13/03/2015;6.45;0.03;6,42
16/03/2015;6.48;0.02;6,46
17/03/2015;6.73;0.02;6,71
18/03/2015;6.73;0.03;6,7
19/03/2015;6.67;0.02;6,65
20/03/2015;7.02;0.03;6,99
23/03/2015;7.02;0.02;7
24/03/2015;7.03;0.02;7,01
25/03/2015;6.96;0.02;6,94
26/03/2015;6.93;0.03;6,9
27/03/2015;6.78;0.03;6,75
30/03/2015;6.88;0.02;6,86
31/03/2015;6.93;0.01;6,92
1/04/2015;7.15;0.44;6,71
2/04/2015;7.15;0.44;6,71
7/04/2015;7.11;0.47;6,64
8/04/2015;7.12;0.47;6,65
9/04/2015;7.02;0.53;6,49
10/04/2015;6.98;0.55;6,43
13/04/2015;6.81;0.53;6,28
14/04/2015;6.8;0.52;6,28
15/04/2015;6.85;0.54;6,31
16/04/2015;6.87;0.56;6,31
17/04/2015;6.83;0.55;6,28
20/04/2015;7.12;0.52;6,6
21/04/2015;7.08;0.53;6,55
22/04/2015;7.09;0.52;6,57
23/04/2015;7.26;0.52;6,74
24/04/2015;7.28;0.51;6,77
27/04/2015;7.15;0.51;6,64
28/04/2015;7.35;0.5;6,85
29/04/2015;7.43;0.51;6,92
30/04/2015;7.39;0.5;6,89
1/05/2015;7.48;0.49;6,99
4/05/2015;7.56;0.5;7,06
5/05/2015;7.53;0.49;7,04
6/05/2015;7.54;0.48;7,06
7/05/2015;7.43;0.46;6,97
8/05/2015;7.5;0.45;7,05
11/05/2015;7.62;0.45;7,17
12/05/2015;7.58;0.46;7,12
13/05/2015;7.65;0.47;7,18
14/05/2015;7.55;0.46;7,09
15/05/2015;7.59;0.46;7,13
18/05/2015;7.54;0.47;7,07
19/05/2015;7.32;0.45;6,87
20/05/2015;7.34;0.49;6,85
21/05/2015;7.29;0.47;6,82
22/05/2015;7.29;0.45;6,84
25/05/2015;7.36;0.45;6,91
26/05/2015;7.23;0.45;6,78
27/05/2015;7.2;0.44;6,76
28/05/2015;7.18;0.43;6,75
29/05/2015;7.31;0.47;6,84
1/06/2015;7.25;0.42;6,83
2/06/2015;7.41;0.43;6,98
3/06/2015;7.48;0.43;7,05
4/06/2015;7.4;0.43;6,97
5/06/2015;7.39;0.43;6,96
8/06/2015;7.44;0.43;7,01
9/06/2015;7.57;0.42;7,15
10/06/2015;7.54;0.43;7,11
12/06/2015;7.5;0.41;7,09
15/06/2015;7.52;0.41;7,11
16/06/2015;7.41;0.4;7,01
17/06/2015;7.47;0.4;7,07
18/06/2015;7.45;0.4;7,05
19/06/2015;7.41;0.4;7,01
22/06/2015;7.47;0.41;7,06
23/06/2015;7.49;0.41;7,08
24/06/2015;7.48;0.41;7,07
25/06/2015;7.54;0.41;7,13
26/06/2015;7.51;0.41;7,1
29/06/2015;7.34;0.42;6,92
30/06/2015;7.42;0.42;7
1/07/2015;7.46;0.42;7,04
2/07/2015;7.45;0.44;7,01
3/07/2015;7.42;0.43;6,99
6/07/2015;7.32;0.43;6,89
7/07/2015;7.43;0.45;6,98
8/07/2015;7.43;0.45;6,98
9/07/2015;7.44;0.46;6,98
10/07/2015;7.59;0.46;7,13
13/07/2015;7.77;0.45;7,32
14/07/2015;7.71;0.45;7,26
15/07/2015;7.74;0.45;7,29
16/07/2015;7.64;0.45;7,19
17/07/2015;7.72;0.45;7,27
20/07/2015;7.96;0.45;7,51
21/07/2015;7.94;0.46;7,48
22/07/2015;7.92;0.46;7,46
23/07/2015;8.03;0.47;7,56
24/07/2015;7.99;0.47;7,52
27/07/2015;7.99;0.45;7,54
28/07/2015;7.97;0.48;7,49
29/07/2015;8.03;0.47;7,56
30/07/2015;7.86;0.46;7,4
31/07/2015;7.84;0.46;7,38
3/08/2015;7.93;0.47;7,46
4/08/2015;7.87;0.45;7,42
5/08/2015;7.82;0.44;7,38
6/08/2015;7.82;0.44;7,38
7/08/2015;7.76;0.45;7,31
10/08/2015;7.9;0.48;7,42
11/08/2015;8.07;0.48;7,59
12/08/2015;8.16;0.49;7,67
13/08/2015;8.17;0.49;7,68
14/08/2015;8.28;0.5;7,78
17/08/2015;8.22;0.49;7,73
18/08/2015;8.24;0.5;7,74
19/08/2015;8.31;0.49;7,82
20/08/2015;8.34;0.5;7,84
21/08/2015;8.18;0.49;7,69
24/08/2015;8.18;0.48;7,7
25/08/2015;8.23;0.5;7,73
26/08/2015;8.07;0.5;7,57
27/08/2015;8.01;0.52;7,49
28/08/2015;8.09;0.51;7,58
31/08/2015;8.03;0.5;7,53
1/09/2015;7.99;0.51;7,48
2/09/2015;8.09;0.52;7,57
3/09/2015;8.16;0.52;7,64
4/09/2015;8.06;0.52;7,54
7/09/2015;8.06;0.5;7,56
8/09/2015;8.2;0.51;7,69
9/09/2015;8.25;0.52;7,73
10/09/2015;8.25;0.5;7,75
11/09/2015;8.24;0.51;7,73
14/09/2015;8.22;0.5;7,72
15/09/2015;8.15;0.51;7,64
16/09/2015;8.21;0.5;7,71
17/09/2015;8.2;0.51;7,69
18/09/2015;8.09;0.5;7,59
21/09/2015;7.96;0.5;7,46
22/09/2015;7.99;0.5;7,49
23/09/2015;8.05;0.5;7,55
24/09/2015;7.99;0.51;7,48
25/09/2015;7.99;0.51;7,48
28/09/2015;7.91;0.51;7,4
29/09/2015;7.95;0.51;7,44
30/09/2015;8.13;0.5;7,63
1/10/2015;8.15;0.53;7,62
2/10/2015;8.12;0.55;7,57
5/10/2015;8.18;0.62;7,56
6/10/2015;8.18;0.62;7,56
7/10/2015;8.08;0.64;7,44
8/10/2015;8.11;0.61;7,5
9/10/2015;8.32;0.61;7,71
12/10/2015;8.28;0.6;7,68
13/10/2015;8.31;0.58;7,73
14/10/2015;8.41;0.58;7,83
15/10/2015;8.38;0.58;7,8
16/10/2015;8.35;0.58;7,77
19/10/2015;8.32;0.59;7,73
20/10/2015;8.44;0.59;7,85
21/10/2015;8.41;0.6;7,81
22/10/2015;8.43;0.6;7,83
23/10/2015;8.6;0.59;8,01
26/10/2015;8.62;0.59;8,03
27/10/2015;8.59;0.6;7,99
28/10/2015;8.55;0.6;7,95
29/10/2015;8.64;0.61;8,03
30/10/2015;8.63;0.63;8
2/11/2015;8.59;0.64;7,95
3/11/2015;8.44;0.64;7,8
4/11/2015;8.39;0.62;7,77
5/11/2015;8.46;0.62;7,84
6/11/2015;8.4;0.63;7,77
9/11/2015;8.31;0.63;7,68
10/11/2015;8.43;0.64;7,79
11/11/2015;8.44;0.64;7,8
12/11/2015;8.37;0.65;7,72
13/11/2015;8.39;0.65;7,74
16/11/2015;8.53;0.65;7,88
17/11/2015;8.59;0.65;7,94
18/11/2015;8.56;0.66;7,9
19/11/2015;8.62;0.66;7,96
20/11/2015;8.5;0.66;7,84
23/11/2015;8.56;0.66;7,9
24/11/2015;8.65;0.63;8,02
25/11/2015;8.62;0.6;8,02
26/11/2015;8.6;0.6;8
27/11/2015;8.61;0.59;8,02
30/11/2015;8.58;0.61;7,97
1/12/2015;8.56;0.6;7,96
2/12/2015;8.48;0.6;7,88
3/12/2015;8.59;0.59;8
4/12/2015;8.51;0.58;7,93
7/12/2015;8.41;0.59;7,82
8/12/2015;8.41;0.58;7,83
9/12/2015;8.4;0.56;7,84
10/12/2015;8.36;0.56;7,8
11/12/2015;8.09;0.53;7,56
14/12/2015;8.08;0.52;7,56
15/12/2015;8.2;0.54;7,66
16/12/2015;8.13;0.53;7,6
17/12/2015;8.09;0.54;7,55
18/12/2015;8.08;0.53;7,55
21/12/2015;8.16;0.54;7,62
22/12/2015;8.25;0.53;7,72
23/12/2015;8.22;0.53;7,69
28/12/2015;8.33;0.54;7,79
29/12/2015;8.27;0.53;7,74
30/12/2015;8.21;0.52;7,69
31/12/2015;8.23;0.54;7,69
4/01/2016;8.04;0.53;7,51
5/01/2016;8.01;0.53;7,48
6/01/2016;7.75;0.53;7,22
7/01/2016;7.55;0.53;7,02
8/01/2016;7.41;0.53;6,88
11/01/2016;7.15;0.52;6,63
12/01/2016;7.14;0.51;6,63
13/01/2016;7.24;0.53;6,71
14/01/2016;7.1;0.52;6,58
15/01/2016;6.68;0.43;6,25
18/01/2016;6.74;0.42;6,32
19/01/2016;6.82;0.44;6,38
20/01/2016;6.33;0.44;5,89
21/01/2016;6.17;0.43;5,74
22/01/2016;6.31;0.42;5,89
25/01/2016;5.9;0.41;5,49
26/01/2016;6.07;0.4;5,67
27/01/2016;5.91;0.4;5,51
28/01/2016;6.09;0.43;5,66
29/01/2016;6.03;0.43;5,6
1/02/2016;5.7;0.42;5,28
2/02/2016;5.82;0.39;5,43
3/02/2016;5.62;0.4;5,22
4/02/2016;5.61;0.4;5,21
5/02/2016;5.55;0.4;5,15
8/02/2016;5.23;0.39;4,84
9/02/2016;4.95;0.39;4,56
10/02/2016;4.88;0.39;4,49
11/02/2016;4.74;0.39;4,35
12/02/2016;5.05;0.4;4,65
15/02/2016;4.79;0.4;4,39
16/02/2016;4.67;0.4;4,27
17/02/2016;5.07;0.38;4,69
18/02/2016;5.24;0.38;4,86
19/02/2016;5.15;0.38;4,77
22/02/2016;5.4;0.39;5,01
23/02/2016;4.89;0.39;4,5
24/02/2016;4.85;0.38;4,47
25/02/2016;5.07;0.38;4,69
26/02/2016;5;0.39;4,61
29/02/2016;5;0.38;4,62
1/03/2016;5.01;0.38;4,63
2/03/2016;4.96;0.39;4,57
3/03/2016;4.91;0.38;4,53
4/03/2016;4.92;0.39;4,53
7/03/2016;5.08;0.38;4,7
8/03/2016;5.01;0.39;4,62
9/03/2016;5.07;0.4;4,67
10/03/2016;4.9;0.38;4,52
11/03/2016;4.98;0.39;4,59
14/03/2016;4.88;0.38;4,5
15/03/2016;4.91;0.42;4,49
16/03/2016;4.95;0.39;4,56
17/03/2016;5;0.39;4,61
18/03/2016;4.94;0.4;4,54
21/03/2016;4.9;0.4;4,5
22/03/2016;4.81;0.39;4,42
23/03/2016;4.78;0.39;4,39
24/03/2016;4.84;0.4;4,44
29/03/2016;4.77;0.4;4,37
30/03/2016;4.95;0.39;4,56
31/03/2016;5.2;0.39;4,81
1/04/2016;5.19;0.41;4,78
4/04/2016;5.32;0.42;4,9
5/04/2016;5.21;0.44;4,77
6/04/2016;5.3;0.42;4,88
7/04/2016;5.27;0.43;4,84
8/04/2016;5.41;0.44;4,97
11/04/2016;5.57;0.46;5,11
12/04/2016;5.58;0.46;5,12
13/04/2016;5.53;0.44;5,09
14/04/2016;5.61;0.4;5,21
15/04/2016;5.47;0.43;5,04
18/04/2016;5.46;0.39;5,07
19/04/2016;5.55;0.41;5,14
20/04/2016;5.5;0.41;5,09
21/04/2016;5.74;0.42;5,32
22/04/2016;5.96;0.43;5,53
25/04/2016;5.88;0.42;5,46
26/04/2016;6.61;0.42;6,19
27/04/2016;6.82;0.42;6,4
28/04/2016;6.32;0.44;5,88
29/04/2016;6.16;0.44;5,72
2/05/2016;6.11;0.44;5,67
3/05/2016;5.96;0.43;5,53
4/05/2016;6.12;0.42;5,7
5/05/2016;6.19;0.43;5,76
6/05/2016;5.84;0.42;5,42
9/05/2016;5.68;0.42;5,26
10/05/2016;5.88;0.43;5,45
11/05/2016;6;0.43;5,57
12/05/2016;5.8;0.42;5,38
13/05/2016;5.83;0.42;5,41
16/05/2016;6.09;0.41;5,68
17/05/2016;6.02;0.42;5,6
18/05/2016;6.03;0.42;5,61
19/05/2016;5.97;0.41;5,56
20/05/2016;5.94;0.41;5,53
23/05/2016;5.72;0.41;5,31
24/05/2016;5.78;0.41;5,37
25/05/2016;5.84;0.4;5,44
26/05/2016;6.01;0.41;5,6
27/05/2016;6.02;0.41;5,61
30/05/2016;6.1;0.41;5,69
31/05/2016;6.08;0.41;5,67
1/06/2016;5.95;0.41;5,54
2/06/2016;6.01;0.4;5,61
3/06/2016;5.93;0.4;5,53
6/06/2016;6.19;0.4;5,79
7/06/2016;6.09;0.4;5,69
8/06/2016;6.08;0.41;5,67
9/06/2016;6.1;0.4;5,7
10/06/2016;5.94;0.4;5,54
13/06/2016;5.84;0.4;5,44
14/06/2016;5.85;0.4;5,45
15/06/2016;5.9;0.4;5,5
16/06/2016;5.72;0.4;5,32
17/06/2016;5.66;0.39;5,27
20/06/2016;5.84;0.39;5,45
21/06/2016;5.54;0.39;5,15
22/06/2016;5.67;0.39;5,28
23/06/2016;5.66;0.39;5,27
24/06/2016;4.97;0.39;4,58
27/06/2016;4.76;0.38;4,38
28/06/2016;4.68;0.38;4,3
29/06/2016;4.53;0.38;4,15
30/06/2016;4.48;0.39;4,09
1/07/2016;4.61;0.39;4,22
4/07/2016;4.96;0.38;4,58
5/07/2016;4.68;0.39;4,29
6/07/2016;4.58;0.4;4,18
7/07/2016;4.57;0.39;4,18
8/07/2016;4.54;0.4;4,14
11/07/2016;4.43;0.4;4,03
12/07/2016;4.62;0.4;4,22
13/07/2016;4.78;0.41;4,37
14/07/2016;4.76;0.4;4,36
15/07/2016;4.96;0.41;4,55
18/07/2016;4.84;0.39;4,45
19/07/2016;4.66;0.4;4,26
20/07/2016;4.67;0.4;4,27
21/07/2016;4.64;0.39;4,25
22/07/2016;4.55;0.4;4,15
25/07/2016;4.58;0.4;4,18
26/07/2016;4.51;0.39;4,12
27/07/2016;4.52;0.4;4,12
28/07/2016;4.5;0.4;4,1
29/07/2016;4.41;0.41;4
1/08/2016;4.37;0.4;3,97
2/08/2016;4.4;0.4;4
3/08/2016;4.6;0.41;4,19
4/08/2016;4.68;0.42;4,26
8/08/2016;4.92;0.42;4,5
9/08/2016;4.86;0.41;4,45
10/08/2016;4.76;0.4;4,36
11/08/2016;4.87;0.41;4,46
12/08/2016;4.89;0.4;4,49
15/08/2016;4.8;0.4;4,4
16/08/2016;4.69;0.39;4,3
17/08/2016;4.48;0.39;4,09
18/08/2016;4.68;0.4;4,28
19/08/2016;4.75;0.4;4,35
22/08/2016;4.89;0.41;4,48
23/08/2016;4.66;0.41;4,25
24/08/2016;4.61;0.41;4,2
25/08/2016;4.68;0.41;4,27
26/08/2016;4.7;0.41;4,29
29/08/2016;4.68;0.41;4,27
30/08/2016;4.54;0.4;4,14
31/08/2016;4.46;0.39;4,07
1/09/2016;4.39;0.39;4
2/09/2016;4.08;0.38;3,7
5/09/2016;3.96;0.39;3,57
6/09/2016;4.12;0.38;3,74
7/09/2016;4;0.38;3,62
8/09/2016;4.05;0.38;3,67
9/09/2016;4.07;0.38;3,69
12/09/2016;4.02;0.38;3,64
13/09/2016;4.01;0.39;3,62
14/09/2016;3.98;0.38;3,6
15/09/2016;4.14;0.37;3,77
16/09/2016;4.36;0.37;3,99
19/09/2016;4.38;0.39;3,99
20/09/2016;4.17;0.38;3,79
21/09/2016;4.19;0.38;3,81
22/09/2016;4.4;0.38;4,02
